Power_On_Hours,Total_TBW_TB,Total_TBR_TB,Temperature_C,Percent_Life_Used,Media_Errors,Unsafe_Shutdowns,CRC_Errors,Read_Error_Rate,Failure_Mode,Failure_Flag
13839,3284.7,2716.9,44.45,54.08,11,4,1,23,5,1
6419,527.06,520.47,58.48,23.92,8,9,3,0,3,1
17718,1989.23,1460.99,45.67,39.05,0,4,19,3,4,1
4937,649.99,309.36,53.88,76.22,4,10,2,2,3,1
14296,747.5,86.64,40.39,27.46,0,0,0,0,0,0
28232,3940.98,4216.53,59.36,111.33,5,2,2,0,1,1
47299,4708.87,1731.3,55.33,93.07,1,3,1,3,1,1
6078,673.23,143.69,60.67,69.3,3,10,0,3,3,1
840,1919.24,249.48,53.53,45.32,0,2,27,3,4,1
8536,580.94,584.95,33.15,31.86,0,0,0,0,0,0
8762,597.64,393.77,43.98,56.31,0,0,0,0,0,0
7833,149.46,196.79,57.54,22.3,7,12,2,4,3,1
14638,390.87,755.66,33.08,43.16,0,1,0,0,0,0
9673,1002.61,18.06,31.39,49.29,0,0,0,0,0,0
19958,4725.95,2609.57,74.87,91.18,3,1,0,0,1,1
1173,848.67,1782.92,69.91,51.99,0,3,16,5,4,1
1618,229.34,654.83,57.61,87.29,6,17,2,2,3,1
15563,3327.37,1447.6,69.4,74.53,12,7,1,26,5,1
16146,2214.64,980.04,82.23,65.51,3,2,0,1,2,1
4706,2216.25,396.09,88.12,86.51,1,2,2,1,2,1
1569,2722.23,1866.41,51.31,109.09,13,5,1,28,5,1
7224,592.38,744.23,39.78,38.65,0,1,0,0,0,0
12340,1410.68,1100.57,58.96,100.55,2,5,22,4,4,1
15266,297.25,1554.95,90.43,108.43,2,0,0,0,2,1
12190,1923.91,130.67,32.65,46.47,1,2,17,3,4,1
18128,285.15,1768.12,44.08,28.05,1,0,18,5,4,1
11736,3597.06,3649.13,46.4,101.34,6,3,0,1,1,1
2914,426.37,1689.7,96.62,105.05,1,1,2,1,2,1
16852,3216.31,2102.89,58.26,36.43,15,2,3,25,5,1
15188,998.92,312.78,61.84,129.12,16,1,1,20,5,1
12070,536.01,337.58,38.46,53.55,0,0,0,0,0,0
8156,818.78,226.07,53.5,62.91,0,0,0,0,0,0
14083,592.68,421.29,25.72,26.83,0,0,0,0,0,0
20566,520.21,397.91,63.52,73.5,20,8,2,21,5,1
20626,213.03,1744.68,85.47,94.81,1,4,2,0,2,1
13764,1261.39,2068.2,70.89,99.56,16,7,2,30,5,1
2919,990.52,584.08,48.4,20.05,1,4,24,3,4,1
15042,1873.61,1372.84,85.45,85.38,1,3,4,0,2,1
6546,88.16,498.74,46.87,57.67,6,10,1,3,3,1
17730,931.84,840.64,95.95,95.37,3,2,0,0,2,1
4861,727.59,66.56,51.81,42.38,0,1,0,0,0,0
3577,987.16,232.52,51.23,21.08,0,0,0,0,0,0
4901,856.35,369.46,29.24,30.31,2,4,20,6,4,1
851,58.83,491.51,40.91,37.48,3,12,1,3,3,1
4332,1952.95,2444.68,43.82,107.25,12,5,1,17,5,1
8207,34.7,763.28,26.28,69.17,0,0,0,0,0,0
12331,2923.94,2772.7,60.09,109.13,17,5,3,16,5,1
47585,2658.38,1206.26,60.86,97.54,2,0,1,2,1,1
7981,391.86,285.66,59.63,5.15,4,12,1,3,3,1
7960,598.36,66.98,41.49,35.32,0,1,0,0,0,0
4081,257.58,66.31,63.73,66.64,5,18,0,6,3,1
17923,440.25,56.19,64.94,41.71,1,1,15,5,4,1
9098,806.05,749.54,52.48,76.65,0,0,0,0,0,0
6816,572.27,55.19,29.2,22.15,0,1,0,0,0,0
12924,108.37,134.91,30.56,40.96,0,2,0,0,0,0
31349,1647.99,4248.92,47.96,108.65,2,1,0,3,1,1
16763,377.01,835.49,84.85,104.5,1,4,0,0,2,1
3723,176.63,1737.49,62.02,24.27,3,3,24,6,4,1
4367,397.21,441.25,82.39,109.85,2,3,1,2,2,1
9092,1857.97,415.71,81.56,52.38,1,3,0,2,2,1
32525,4554.64,3931.97,73.98,129.45,6,3,2,1,1,1
14977,4948.46,2911.97,45.62,93.3,1,1,1,1,1,1
9683,404.56,856.48,31.21,5.69,0,0,0,0,0,0
13565,131.32,410.6,26.87,65.69,0,0,0,0,0,0
16308,3170.23,3938.31,71.31,125.41,5,1,1,3,1,1
30054,4251.76,4454.09,53.08,115.39,2,3,0,1,1,1
29594,2495.58,2833.74,39.1,39.19,14,4,2,25,5,1
6872,82.51,697.08,30.48,25.52,0,0,0,0,0,0
13317,441.84,691.02,97.15,108.03,3,3,1,0,2,1
27561,2926.52,599.54,61.97,130.31,14,4,4,14,5,1
5387,379.75,519.34,50.71,37.35,0,0,0,0,0,0
3627,724.99,475.02,35.01,54.77,4,11,1,6,3,1
7524,438.12,612.67,42.97,45.26,4,9,2,0,3,1
8229,1821.77,1858.61,87.72,107.86,0,2,2,0,2,1
5042,805.5,633.62,25.54,43.29,0,0,0,0,0,0
10768,291.94,106.0,30.37,63.8,0,1,0,0,0,0
25250,2011.97,1229.3,61.34,64.85,13,4,2,15,5,1
48130,3207.98,4373.32,74.39,111.49,3,2,0,3,1,1
12516,445.27,704.38,66.5,57.17,0,6,20,7,4,1
12607,570.49,93.58,69.88,55.17,1,4,16,4,4,1
3711,782.82,10.86,62.32,64.35,3,11,3,3,3,1
21181,2623.91,913.27,54.95,103.79,4,3,2,1,1,1
23630,205.29,1785.55,76.08,112.38,0,7,4,1,2,1
36014,838.2,2291.85,52.56,117.74,4,0,1,2,1,1
21101,2982.22,982.97,41.15,82.51,18,2,2,17,5,1
10631,2202.16,785.54,83.77,65.67,3,3,2,0,2,1
7137,381.36,804.37,50.84,10.98,0,1,0,0,0,0
1941,783.84,1353.88,46.65,55.8,0,0,25,4,4,1
7619,2669.41,1333.87,38.67,106.09,22,2,1,13,5,1
18914,1710.86,393.83,32.3,62.87,1,2,20,6,4,1
5468,860.56,77.77,37.53,9.31,0,1,0,0,0,0
2469,412.4,498.38,64.33,18.23,6,7,0,1,3,1
17946,1492.78,1137.07,98.53,116.58,4,1,2,0,2,1
13807,2274.85,969.75,98.82,56.14,3,2,0,2,2,1
6280,787.43,150.54,47.32,89.34,5,9,1,2,3,1
6440,209.02,993.2,94.26,65.34,3,1,1,0,2,1
6620,290.35,317.2,36.97,19.38,0,0,0,0,0,0
4585,220.82,427.71,64.44,30.33,2,13,1,2,3,1
11589,2680.73,1016.09,75.33,73.52,15,4,3,18,5,1
3749,534.82,30.66,40.08,13.22,7,11,2,2,3,1
16075,1676.7,2708.88,49.08,103.29,19,2,4,19,5,1
6223,335.31,415.02,41.57,11.68,5,16,5,1,3,1
2597,439.3,460.73,53.01,86.74,9,10,0,6,3,1
3582,562.9,233.16,59.67,61.26,5,6,2,2,3,1
4032,366.47,463.17,27.87,71.85,0,3,0,0,0,0
28819,956.27,329.82,41.07,97.58,11,5,2,13,5,1
5444,710.44,695.04,59.15,20.99,5,7,2,4,3,1
4585,1065.8,671.43,25.75,72.91,1,5,19,3,4,1
13209,351.15,1740.74,32.42,65.01,1,3,20,6,4,1
25650,4826.58,1621.01,50.63,105.39,4,2,3,4,1,1
48899,1746.42,4399.72,53.66,143.68,1,3,0,1,1,1
3774,473.81,385.71,31.8,30.53,0,0,0,0,0,0
42972,1301.53,668.68,52.38,106.56,2,1,2,3,1,1
49358,4611.14,2115.8,62.07,97.08,0,1,2,2,1,1
14755,591.74,1030.85,82.47,47.04,2,3,1,0,2,1
44016,3459.86,2715.77,63.42,82.1,1,0,0,1,1,1
22571,311.57,1559.47,88.74,49.95,1,1,0,0,2,1
3819,1054.05,395.51,41.25,77.45,0,0,0,0,0,0
38541,4245.17,3732.92,61.51,110.72,0,2,1,4,1,1
9271,117.96,42.29,26.73,35.55,0,0,0,0,0,0
8756,988.51,567.04,53.93,17.38,0,1,0,0,0,0
4455,487.58,278.49,53.07,75.81,5,16,5,6,3,1
19935,3498.36,4233.8,60.23,115.83,2,2,0,1,1,1
19230,2337.02,893.33,98.79,43.95,0,2,2,0,2,1
4716,593.63,128.55,49.08,19.76,0,3,0,0,0,0
4320,518.92,256.43,64.73,82.84,2,6,1,2,3,1
10585,1795.42,697.94,96.33,93.58,5,1,0,1,2,1
27515,430.93,2089.4,73.81,59.78,14,4,2,31,5,1
2461,380.57,621.89,44.74,20.12,6,15,0,4,3,1
14742,925.93,1783.76,41.44,17.33,1,3,23,2,4,1
702,615.05,1488.9,29.39,21.69,1,2,23,2,4,1
9023,873.03,412.9,78.33,84.07,0,3,1,1,2,1
22695,654.1,2916.55,48.57,91.7,15,3,1,23,5,1
13061,1193.2,560.06,30.1,25.29,0,0,0,0,0,0
6477,246.79,666.54,26.58,14.75,5,13,0,2,3,1
3257,381.28,845.1,50.02,46.53,0,4,23,4,4,1
13485,1056.96,1064.55,76.23,95.09,1,2,0,0,2,1
21922,3097.38,418.16,57.65,138.07,18,2,1,23,5,1
19452,1065.35,4064.96,72.59,121.07,4,1,0,1,1,1
3288,470.3,89.78,29.41,23.84,0,0,0,0,0,0
29008,3207.17,4412.15,48.29,104.87,2,1,1,3,1,1
5641,651.86,778.82,34.64,28.51,0,0,0,0,0,0
2123,1859.28,335.97,90.44,118.25,1,3,0,2,2,1
30299,3047.49,2002.88,46.16,131.53,2,2,2,2,1,1
5112,14.73,563.19,61.96,26.25,2,11,1,1,3,1
4760,512.14,1566.13,86.56,53.98,2,1,2,0,2,1
28630,2410.6,2811.75,39.96,90.99,11,1,3,18,5,1
12572,652.71,828.15,64.29,41.48,0,3,15,2,4,1
197,366.66,123.07,40.66,80.21,6,5,1,0,3,1
1991,201.41,365.46,51.3,53.87,13,1,2,22,5,1
2762,262.74,357.95,61.04,37.99,8,11,3,1,3,1
12357,394.53,973.37,42.4,20.34,0,0,0,0,0,0
9939,388.6,456.91,32.41,63.19,0,1,0,0,0,0
17687,1717.24,228.52,75.38,138.24,11,4,2,21,5,1
17814,315.39,1924.43,99.88,111.83,3,3,1,1,2,1
12732,1953.39,4428.01,58.92,93.44,3,1,1,2,1,1
13617,1853.53,3260.9,53.51,124.28,3,0,1,1,1,1
24588,2895.04,1327.62,66.68,46.38,15,2,3,13,5,1
4902,884.04,373.5,25.57,8.04,0,0,0,0,0,0
48085,4229.82,1945.67,67.07,126.44,1,3,1,2,1,1
2006,3244.06,1355.07,48.07,48.0,16,5,0,16,5,1
10177,1116.2,192.38,38.11,31.39,0,0,0,0,0,0
16302,1307.66,185.63,97.7,92.8,2,1,2,5,2,1
11601,543.73,1622.43,65.05,67.33,1,5,21,7,4,1
10479,668.94,986.55,46.97,62.16,0,1,0,0,0,0
14659,3316.49,2438.95,51.79,106.2,4,0,3,2,1,1
6239,756.69,194.84,40.3,58.88,5,10,2,3,3,1
29014,2341.79,350.61,65.02,82.24,16,5,1,15,5,1
22388,2478.41,1190.68,82.88,59.49,3,3,0,2,2,1
20302,2317.25,2622.72,67.27,119.35,7,0,1,2,1,1
14082,1052.67,1941.89,91.92,69.38,4,4,0,1,2,1
18526,1120.83,1476.14,84.16,109.98,1,0,0,0,2,1
29505,1145.42,362.24,75.84,42.93,18,4,1,33,5,1
5210,1603.65,1425.38,58.2,25.04,3,4,16,3,4,1
13615,1844.21,2355.65,52.37,90.02,4,1,0,5,1,1
11848,654.56,760.68,34.21,33.2,0,1,0,0,0,0
23727,1896.31,780.04,85.03,104.61,1,0,2,2,2,1
6866,291.25,664.74,36.76,29.5,0,1,0,0,0,0
1553,675.75,23.69,51.49,70.53,7,8,1,3,3,1
11936,1293.4,146.99,98.58,83.42,0,1,3,0,2,1
11511,414.32,522.07,36.37,0.54,0,0,0,0,0,0
16992,1584.63,1794.34,27.42,36.95,0,6,25,3,4,1
3760,129.59,162.28,26.71,54.27,3,10,0,2,3,1
3458,1306.73,1557.58,48.53,101.93,11,6,1,22,5,1
2218,540.57,555.59,38.04,15.89,4,9,1,5,3,1
1555,63.82,59.66,27.47,46.69,6,6,1,5,3,1
146,43.79,644.66,47.45,13.7,5,10,1,1,3,1
9450,1083.86,389.38,31.49,35.41,0,0,0,0,0,0
13379,622.44,899.91,48.47,18.23,0,2,0,0,0,0
27277,1329.48,991.01,77.06,91.29,10,5,1,20,5,1
4004,924.61,1286.31,63.89,41.68,19,2,6,19,5,1
6450,2184.08,1631.91,79.57,107.05,1,3,1,1,2,1
9118,646.29,1842.77,92.21,89.35,3,3,0,3,2,1
12500,1029.84,1111.81,83.01,85.63,0,1,1,2,2,1
3179,2993.77,2695.17,44.18,95.12,8,3,0,13,5,1
8748,2180.73,2563.83,48.55,55.38,13,3,4,23,5,1
25542,1403.84,2598.36,38.15,120.71,18,3,1,17,5,1
17695,1516.4,2004.59,42.52,89.58,6,1,1,1,1,1
3886,1056.47,1357.52,91.53,57.09,0,0,2,3,2,1
35762,3484.23,2537.33,42.45,118.08,1,4,1,4,1,1
9888,711.71,236.19,84.71,98.57,2,5,3,1,2,1
8647,355.37,313.88,87.93,110.63,3,0,3,1,2,1
4031,3191.17,2875.74,71.46,82.18,15,1,1,23,5,1
22596,2874.12,2386.2,72.18,137.5,13,7,1,23,5,1
1332,465.97,524.54,36.4,80.9,6,12,2,3,3,1
18220,870.69,1176.03,78.53,41.03,21,3,2,21,5,1
6794,518.26,137.47,53.43,38.01,0,0,0,0,0,0
4629,770.87,137.75,37.91,21.98,0,1,0,0,0,0
16162,1055.25,1701.43,96.5,61.03,4,1,2,1,2,1
11932,496.69,1167.15,33.75,60.91,2,4,18,5,4,1
10581,378.79,1655.25,68.07,99.9,13,5,2,24,5,1
19170,1507.79,1283.5,49.23,39.47,2,2,21,4,4,1
25037,1304.94,2230.51,52.08,99.85,12,5,1,18,5,1
10438,1085.71,1567.21,57.07,54.55,1,4,18,4,4,1
12463,351.92,286.95,34.96,53.02,0,2,0,0,0,0
23040,804.98,1173.08,66.94,64.71,18,3,2,22,5,1
1103,835.07,651.75,31.94,54.51,0,1,0,0,0,0
9741,2696.41,924.34,79.33,44.19,12,3,2,25,5,1
10471,2107.53,2585.68,47.56,131.54,1,4,0,3,1,1
14452,2352.25,1379.01,87.53,45.4,1,0,4,2,2,1
15068,900.28,1696.33,95.28,42.27,1,2,1,1,2,1
10932,1194.92,440.91,52.62,27.6,0,0,0,0,0,0
19889,2264.88,1992.76,49.48,126.72,0,1,1,2,1,1
25935,1020.34,3049.52,61.66,147.65,3,2,0,0,1,1
4845,500.64,192.46,43.4,11.1,6,10,3,1,3,1
10128,1237.78,1080.23,93.55,86.09,1,3,1,0,2,1
25027,1180.64,2259.28,62.96,86.67,9,10,1,9,5,1
19315,1948.76,851.0,46.74,77.35,0,4,19,4,4,1
23118,1561.94,1890.2,99.19,98.28,3,2,0,0,2,1
35826,3126.35,3814.73,74.52,130.7,5,0,2,7,1,1
12636,441.7,1264.63,78.43,81.45,3,1,0,1,2,1
7695,1225.13,1885.74,37.17,128.94,20,2,1,11,5,1
7522,983.59,670.66,28.77,61.24,0,0,0,0,0,0
9951,1874.21,170.12,46.19,66.61,1,4,27,6,4,1
2197,1267.19,515.92,28.09,37.43,0,4,19,8,4,1
647,554.68,105.75,64.76,33.23,6,6,1,3,3,1
20569,425.85,2347.78,37.64,112.27,13,1,4,14,5,1
10373,669.47,654.91,49.89,16.51,0,0,0,0,0,0
428,578.61,450.75,28.93,42.45,4,5,2,1,3,1
20324,4350.41,2521.77,68.97,106.21,5,3,0,1,1,1
9140,781.37,1697.54,52.91,106.41,2,2,12,7,4,1
9385,379.62,466.36,45.22,43.32,0,2,0,0,0,0
8470,2608.5,1261.85,39.32,103.29,16,4,5,12,5,1
6412,273.57,673.25,63.96,54.78,2,11,3,3,3,1
7101,29.67,43.36,26.27,18.28,0,10,0,2,3,1
39571,3599.15,4210.27,42.91,114.6,3,4,0,7,1,1
2340,377.51,487.44,28.55,76.92,0,2,0,0,0,0
23723,3018.58,2077.64,53.57,118.88,2,3,0,3,1,1
3933,23.06,568.83,44.28,15.43,4,12,1,2,3,1
12378,447.1,1068.21,80.69,67.0,3,4,0,2,2,1
1509,442.04,43.89,49.92,27.62,0,1,0,0,0,0
2375,10.77,433.75,31.16,30.17,10,11,3,0,3,1
19545,1117.97,150.77,28.83,63.6,1,5,21,3,4,1
1999,419.96,94.44,55.67,73.39,10,10,1,4,3,1
13118,1807.77,864.68,34.5,28.84,0,1,23,5,4,1
14280,1169.1,912.34,29.85,29.51,0,0,0,0,0,0
9231,4928.06,3099.76,69.55,109.1,4,3,2,1,1,1
20572,3434.46,544.59,60.17,125.98,19,3,3,15,5,1
1178,722.9,609.28,30.51,51.88,4,5,1,3,3,1
7903,365.79,481.81,52.04,36.95,7,12,1,5,3,1
26126,2412.33,586.33,41.39,99.81,12,2,0,17,5,1
42966,3258.65,1917.58,53.75,140.4,8,3,0,2,1,1
37421,1480.95,1846.86,67.23,95.09,3,2,0,1,1,1
26066,1336.95,2829.41,66.36,76.39,14,8,6,23,5,1
12996,1948.71,1559.3,51.36,43.72,21,4,2,18,5,1
5743,2365.94,1713.58,79.88,118.2,2,1,0,1,2,1
11308,169.65,810.57,85.9,105.75,0,2,0,3,2,1
2980,346.06,254.1,37.87,27.99,3,6,1,0,3,1
48245,4255.16,3128.85,50.15,139.17,5,1,0,4,1,1
12510,302.81,533.85,82.93,101.85,2,1,0,0,2,1
24844,242.94,413.31,85.04,68.28,4,3,3,1,2,1
9006,792.77,137.59,88.94,63.14,3,2,0,0,2,1
6619,160.24,663.03,29.85,20.44,0,1,0,0,0,0
1477,203.99,536.34,25.98,59.8,6,14,3,1,3,1
3315,465.98,1486.6,95.33,58.93,1,1,2,3,2,1
4427,1495.84,776.69,25.63,95.01,0,1,21,5,4,1
5023,759.88,67.13,44.66,65.01,1,12,4,2,3,1
16863,125.52,1241.73,43.87,95.17,2,0,19,3,4,1
27974,2683.35,3161.93,66.06,111.78,2,3,0,3,1,1
14132,304.74,1286.58,96.74,101.27,0,1,3,2,2,1
161,429.47,103.09,35.37,9.18,3,9,0,1,3,1
9046,108.11,1153.82,41.27,21.25,2,3,24,5,4,1
15365,1852.49,251.31,46.53,90.95,0,2,15,2,4,1
15316,1941.6,573.44,77.34,85.46,0,4,0,2,2,1
5231,177.37,22.66,32.69,32.12,2,11,1,3,3,1
19844,1872.57,564.42,33.2,52.13,2,0,18,3,4,1
12591,2038.05,1458.97,36.68,82.17,19,3,2,13,5,1
21769,2087.29,399.84,99.55,94.7,3,2,0,0,2,1
4748,2774.94,2076.58,70.82,63.73,16,2,3,24,5,1
10041,368.77,968.34,46.09,10.94,0,0,0,0,0,0
21151,158.91,766.4,80.34,111.37,2,5,0,0,2,1
29515,2873.5,1158.86,44.72,97.94,6,0,0,1,1,1
12189,922.23,2990.15,50.31,41.33,14,3,8,14,5,1
36532,1431.58,1793.65,49.14,100.73,3,0,1,1,1,1
7254,681.68,199.86,31.35,38.77,0,1,0,0,0,0
6426,3253.84,2816.77,67.51,127.14,15,2,1,13,5,1
20647,298.68,1601.05,75.49,87.95,1,0,0,2,2,1
6795,2850.76,1360.76,60.39,54.7,13,3,1,24,5,1
14638,365.84,1082.96,45.9,44.11,1,2,16,5,4,1
1426,24.96,250.24,30.64,25.03,5,9,1,1,3,1
9023,276.76,1992.52,98.9,50.53,1,5,3,1,2,1
5757,2534.27,1754.03,53.19,83.52,14,4,3,18,5,1
4607,891.47,358.63,62.33,86.72,2,6,20,7,4,1
40840,1596.72,1917.63,42.73,93.42,1,3,0,5,1,1
7580,1584.59,524.48,85.11,94.38,4,3,0,1,2,1
2648,1659.8,1640.75,97.69,80.59,2,6,2,2,2,1
19453,421.43,1447.6,30.67,79.15,0,4,25,6,4,1
17638,841.28,728.18,88.56,41.99,3,1,1,1,2,1
12741,2721.74,4249.69,65.55,106.11,3,1,1,1,1,1
22048,1056.34,3943.61,68.58,148.98,4,1,1,1,1,1
2043,420.32,646.12,50.48,5.72,2,12,3,3,3,1
24357,1140.57,734.0,60.95,127.71,19,4,0,17,5,1
2634,1827.66,2797.53,59.98,135.92,24,5,3,19,5,1
19035,2415.36,563.37,36.89,71.06,19,5,0,23,5,1
1790,992.3,65.44,39.4,42.83,0,0,0,0,0,0
11264,409.91,1096.61,35.76,43.01,1,3,18,7,4,1
8564,787.53,200.39,33.87,49.57,0,0,0,0,0,0
6312,771.07,667.13,37.43,3.56,0,1,0,0,0,0
11808,973.27,3015.05,48.39,92.03,3,2,2,4,1,1
30684,2932.77,4136.48,45.58,128.28,4,3,1,1,1,1
17161,285.32,922.68,71.51,113.87,8,6,3,22,5,1
22852,2136.97,1601.09,40.73,99.11,2,4,1,6,1,1
5457,518.51,1144.88,59.88,86.69,0,4,10,4,4,1
23185,3400.28,2571.82,50.68,130.93,7,1,0,3,1,1
5030,313.61,188.55,35.36,26.8,5,5,1,2,3,1
18852,1191.77,633.1,55.41,31.47,1,3,19,5,4,1
33898,1328.77,2365.87,58.04,89.34,3,3,0,1,1,1
6497,490.62,1406.23,33.85,42.83,1,4,23,2,4,1
5972,807.57,1056.91,32.2,49.01,2,2,20,5,4,1
16642,1743.67,355.59,28.8,59.69,2,4,18,4,4,1
4149,915.97,1322.54,31.45,52.63,0,1,18,3,4,1
8420,195.37,551.57,27.62,30.19,0,0,0,0,0,0
24419,477.62,833.46,95.25,76.19,0,0,0,0,2,1
20416,2285.8,1748.18,78.67,102.8,2,0,0,2,2,1
8631,1761.54,2331.32,61.37,54.1,14,6,1,17,5,1
42536,3699.96,2949.6,44.94,145.77,1,1,0,2,1,1
8855,1940.78,309.03,75.44,119.6,0,4,1,0,2,1
2619,1895.08,1232.13,80.65,109.64,2,3,2,2,2,1
13432,934.06,1083.36,66.58,87.39,1,3,15,2,4,1
13153,2804.01,2898.45,54.47,114.78,16,5,1,18,5,1
3158,1985.01,1012.3,28.41,67.46,1,2,13,2,4,1
11164,1178.23,455.97,40.4,79.14,0,0,0,0,0,0
14682,809.84,764.0,32.13,58.26,0,0,0,0,0,0
294,462.7,574.33,26.7,69.61,6,11,1,2,3,1
37680,1955.9,1699.29,51.5,103.52,5,3,1,2,1,1
13448,789.39,1726.9,85.49,68.42,2,0,0,2,2,1
9592,1364.28,1159.28,51.48,93.47,0,2,28,5,4,1
5882,862.96,1001.16,99.97,62.99,1,1,1,1,2,1
1459,657.91,176.76,47.81,78.79,0,1,0,0,0,0
1162,436.79,70.49,47.72,14.29,6,8,2,6,3,1
42902,4019.23,4042.42,68.69,112.62,2,6,0,1,1,1
24058,2552.96,2501.69,56.76,128.31,12,2,0,20,5,1
11815,846.02,305.07,28.16,62.55,0,1,0,0,0,0
577,142.96,1150.25,33.0,14.58,0,3,18,9,4,1
21767,1207.95,2956.38,47.88,109.9,18,3,1,22,5,1
3965,82.86,605.05,54.48,20.9,2,10,2,1,3,1
14124,895.85,836.03,35.55,5.03,0,1,0,0,0,0
24036,4017.83,2935.72,57.55,123.61,1,1,2,1,1,1
16898,1123.29,1444.25,32.48,46.85,1,3,24,3,4,1
1982,397.04,33.93,45.46,18.09,6,15,2,3,3,1
14637,2930.3,1540.77,67.87,85.89,2,3,1,3,1,1
14597,470.1,195.62,99.42,59.36,2,3,2,1,2,1
27559,1113.92,338.63,41.94,58.39,12,4,1,17,5,1
19277,3207.85,2197.29,49.88,99.26,3,0,2,5,1,1
152,784.96,585.42,49.48,61.65,6,10,3,2,3,1
4020,1116.24,784.76,26.68,68.22,0,0,0,0,0,0
20979,973.56,1420.52,81.19,54.84,4,1,0,1,2,1
3854,1402.68,256.02,98.3,96.02,6,0,0,0,2,1
27335,1078.57,1493.82,70.91,137.71,1,3,2,1,1,1
4255,354.07,456.77,28.51,36.26,0,1,0,0,0,0
946,1058.14,1755.06,35.83,14.39,0,3,15,4,4,1
7761,166.92,274.12,27.87,57.93,5,10,2,5,3,1
21764,1489.58,1591.23,81.84,103.04,2,1,1,1,2,1
11385,2139.65,1381.59,48.21,137.53,10,5,2,22,5,1
11381,363.18,545.96,35.36,33.14,0,2,0,0,0,0
3450,52.4,194.02,43.97,68.86,6,11,1,1,3,1
13829,4299.15,3615.21,51.2,120.14,3,1,2,1,1,1
2717,282.95,474.42,33.06,8.08,0,0,0,0,0,0
5442,973.48,981.24,40.23,86.39,5,1,18,4,4,1
15518,1419.15,722.62,49.8,65.28,0,4,15,6,4,1
4678,172.09,214.65,62.22,64.47,2,9,3,1,3,1
11924,469.83,2885.83,37.81,81.47,17,2,3,14,5,1
9147,1725.77,1493.77,32.73,53.99,0,1,26,5,4,1
3508,844.39,729.79,41.86,75.77,0,0,0,0,0,0
7078,635.3,1704.76,97.73,99.8,0,0,0,1,2,1
4549,33.14,292.61,25.69,29.83,8,8,3,1,3,1
21069,1092.64,506.41,94.78,40.12,3,2,0,1,2,1
1291,517.01,152.75,51.4,87.59,10,4,3,4,3,1
18313,93.97,1557.6,32.45,83.91,2,7,20,6,4,1
14917,1293.28,1110.54,68.02,133.14,2,2,1,1,1,1
6237,186.16,12.87,32.97,74.63,7,9,2,2,3,1
12418,92.68,574.68,47.69,8.85,0,1,0,0,0,0
27044,4210.42,1829.06,55.53,114.57,3,4,3,1,1,1
17552,1394.8,1141.5,98.34,101.84,2,2,0,2,2,1
12609,915.72,487.71,53.21,23.49,0,0,0,0,0,0
179,334.31,193.84,42.93,15.31,4,18,1,4,3,1
2341,616.86,689.45,50.02,9.54,3,12,3,6,3,1
3303,647.21,936.39,42.93,64.75,0,2,0,0,0,0
4541,59.38,280.23,36.49,43.65,4,13,0,3,3,1
3546,721.47,577.27,63.52,64.53,7,6,0,2,3,1
43011,2026.43,3060.16,40.16,122.3,3,2,1,3,1,1
16703,1299.47,574.61,45.17,57.66,3,6,24,2,4,1
8759,987.94,771.56,42.9,26.98,0,0,0,0,0,0
10755,263.61,713.6,94.8,79.45,4,2,1,2,2,1
9606,205.48,816.43,44.96,41.85,0,0,0,0,0,0
11375,514.63,600.83,51.45,48.66,0,3,21,5,4,1
24938,4797.6,2143.24,61.56,142.36,3,4,1,2,1,1
12901,2296.82,995.06,94.35,43.47,1,3,1,1,2,1
4703,38.66,222.32,29.45,46.82,6,7,0,2,3,1
21085,2377.94,1964.42,50.77,94.71,4,1,1,3,1,1
1191,211.23,134.87,52.98,48.4,0,1,0,0,0,0
1267,277.1,247.76,62.25,78.23,3,11,0,2,3,1
9780,1091.13,1604.51,59.04,131.77,2,3,3,2,1,1
12832,1974.85,2524.55,51.45,115.49,5,3,0,3,1,1
11963,1667.39,745.71,88.78,100.22,1,0,1,0,2,1
48003,1530.16,2126.38,66.58,143.48,3,1,1,2,1,1
13076,2120.27,1796.75,57.65,138.04,13,9,1,18,5,1
2025,519.62,1590.65,69.19,66.27,3,2,17,7,4,1
6707,614.73,1444.67,83.88,109.49,1,3,1,0,2,1
7017,425.57,1354.16,74.41,112.86,20,2,0,21,5,1
11576,832.55,1527.44,55.91,102.64,0,0,2,1,1,1
1226,545.61,60.69,50.79,48.54,1,7,3,3,3,1
5444,2403.36,2538.75,74.55,94.38,20,4,0,17,5,1
24656,1822.1,1013.96,79.74,81.31,3,2,2,3,2,1
22471,3280.15,1510.77,53.26,148.08,4,2,1,0,1,1
13764,940.52,164.09,36.76,39.2,0,0,0,0,0,0
5883,651.51,1933.42,76.09,91.28,0,1,0,5,2,1
12873,2481.39,1553.91,76.74,94.31,4,1,1,0,2,1
9654,486.8,2814.99,70.57,99.95,16,1,0,23,5,1
24187,2335.34,1250.28,83.12,67.82,2,5,1,1,2,1
3676,793.72,646.2,27.48,69.96,5,12,1,4,3,1
22120,3954.47,1363.27,52.88,81.16,2,3,0,5,1,1
1210,522.67,297.26,40.97,60.35,2,2,1,4,3,1
40836,1723.22,1169.26,62.11,102.87,2,1,1,3,1,1
26803,3058.49,1826.39,77.6,127.34,18,3,2,25,5,1
